"region","arbetsställets sektortillhörighet","år",Förvärvsarbetande 16+ år med bostad i regionen (nattbefolkning) (RAMS)
"2021 Vansbro","kommunalt ägda företag och organisationer","2013",35
"2021 Vansbro","kommunalt ägda företag och organisationer","2014",38
"2021 Vansbro","kommunalt ägda företag och organisationer","2015",37
"2021 Vansbro","kommunalt ägda företag och organisationer","2016",69
"2021 Vansbro","kommunalt ägda företag och organisationer","2017",81
"2023 Malung-Sälen","primärkommunal förvaltning","2008",1247
"2023 Malung-Sälen","primärkommunal förvaltning","2009",1197
"2023 Malung-Sälen","primärkommunal förvaltning","2010",1186
"2023 Malung-Sälen","primärkommunal förvaltning","2011",1193
"2023 Malung-Sälen","primärkommunal förvaltning","2012",1195
"2023 Malung-Sälen","primärkommunal förvaltning","2013",1264
"2023 Malung-Sälen","primärkommunal förvaltning","2014",1243
"2023 Malung-Sälen","primärkommunal förvaltning","2015",1298
"2023 Malung-Sälen","primärkommunal förvaltning","2016",1302
"2023 Malung-Sälen","primärkommunal förvaltning","2017",1274
"2023 Malung-Sälen","landsting","2008",167
"2023 Malung-Sälen","landsting","2009",175
"2023 Malung-Sälen","landsting","2010",175
"2023 Malung-Sälen","landsting","2011",167
"2023 Malung-Sälen","landsting","2012",162
"2023 Malung-Sälen","landsting","2013",165
"2023 Malung-Sälen","landsting","2014",160
"2023 Malung-Sälen","landsting","2015",158
"2023 Malung-Sälen","landsting","2016",163
"2023 Malung-Sälen","landsting","2017",166
"2023 Malung-Sälen","kommunalt ägda företag och organisationer","2008",101
"2023 Malung-Sälen","kommunalt ägda företag och organisationer","2009",92
"2023 Malung-Sälen","kommunalt ägda företag och organisationer","2010",90
"2023 Malung-Sälen","kommunalt ägda företag och organisationer","2011",95
"2023 Malung-Sälen","kommunalt ägda företag och organisationer","2012",92
"2023 Malung-Sälen","kommunalt ägda företag och organisationer","2013",130
"2023 Malung-Sälen","kommunalt ägda företag och organisationer","2014",138
"2023 Malung-Sälen","kommunalt ägda företag och organisationer","2015",132
"2023 Malung-Sälen","kommunalt ägda företag och organisationer","2016",199
"2023 Malung-Sälen","kommunalt ägda företag och organisationer","2017",233
"2026 Gagnef","primärkommunal förvaltning","2008",1189
"2026 Gagnef","primärkommunal förvaltning","2009",1161
"2026 Gagnef","primärkommunal förvaltning","2010",1164
"2026 Gagnef","primärkommunal förvaltning","2011",1141
"2026 Gagnef","primärkommunal förvaltning","2012",1153
"2026 Gagnef","primärkommunal förvaltning","2013",1125
"2026 Gagnef","primärkommunal förvaltning","2014",1149
"2026 Gagnef","primärkommunal förvaltning","2015",1166
"2026 Gagnef","primärkommunal förvaltning","2016",1202
"2026 Gagnef","primärkommunal förvaltning","2017",1238
"2026 Gagnef","landsting","2008",188
"2026 Gagnef","landsting","2009",183
"2026 Gagnef","landsting","2010",176
"2026 Gagnef","landsting","2011",183
"2026 Gagnef","landsting","2012",189
"2026 Gagnef","landsting","2013",184
"2026 Gagnef","landsting","2014",192
"2026 Gagnef","landsting","2015",186
"2026 Gagnef","landsting","2016",195
"2026 Gagnef","landsting","2017",196
"2026 Gagnef","kommunalt ägda företag och organisationer","2008",34
"2026 Gagnef","kommunalt ägda företag och organisationer","2009",49
"2026 Gagnef","kommunalt ägda företag och organisationer","2010",50
"2026 Gagnef","kommunalt ägda företag och organisationer","2011",59
"2026 Gagnef","kommunalt ägda företag och organisationer","2012",58
"2026 Gagnef","kommunalt ägda företag och organisationer","2013",57
"2026 Gagnef","kommunalt ägda företag och organisationer","2014",57
"2026 Gagnef","kommunalt ägda företag och organisationer","2015",57
"2026 Gagnef","kommunalt ägda företag och organisationer","2016",59
"2026 Gagnef","kommunalt ägda företag och organisationer","2017",66
"2029 Leksand","primärkommunal förvaltning","2008",1635
"2029 Leksand","primärkommunal förvaltning","2009",1600
"2029 Leksand","primärkommunal förvaltning","2010",1587
"2029 Leksand","primärkommunal förvaltning","2011",1605
"2029 Leksand","primärkommunal förvaltning","2012",1610
"2029 Leksand","primärkommunal förvaltning","2013",1620
"2029 Leksand","primärkommunal förvaltning","2014",1626
"2029 Leksand","primärkommunal förvaltning","2015",1645
"2029 Leksand","primärkommunal förvaltning","2016",1762
"2029 Leksand","primärkommunal förvaltning","2017",1814
"2029 Leksand","landsting","2008",291
"2029 Leksand","landsting","2009",284
"2029 Leksand","landsting","2010",273
"2029 Leksand","landsting","2011",266
"2029 Leksand","landsting","2012",258
"2029 Leksand","landsting","2013",273
"2029 Leksand","landsting","2014",273
"2029 Leksand","landsting","2015",288
"2029 Leksand","landsting","2016",267
"2029 Leksand","landsting","2017",283
"2029 Leksand","kommunalt ägda företag och organisationer","2008",70
"2029 Leksand","kommunalt ägda företag och organisationer","2009",97
"2029 Leksand","kommunalt ägda företag och organisationer","2010",84
"2029 Leksand","kommunalt ägda företag och organisationer","2011",94
"2029 Leksand","kommunalt ägda företag och organisationer","2012",94
"2029 Leksand","kommunalt ägda företag och organisationer","2013",90
"2029 Leksand","kommunalt ägda företag och organisationer","2014",86
"2029 Leksand","kommunalt ägda företag och organisationer","2015",89
"2029 Leksand","kommunalt ägda företag och organisationer","2016",88
"2029 Leksand","kommunalt ägda företag och organisationer","2017",93
"2031 Rättvik","primärkommunal förvaltning","2008",1367
"2031 Rättvik","primärkommunal förvaltning","2009",1301
"2031 Rättvik","primärkommunal förvaltning","2010",1284
"2031 Rättvik","primärkommunal förvaltning","2011",1248
"2031 Rättvik","primärkommunal förvaltning","2012",1258
"2031 Rättvik","primärkommunal förvaltning","2013",1242
"2031 Rättvik","primärkommunal förvaltning","2014",1251
"2031 Rättvik","primärkommunal förvaltning","2015",1231
"2031 Rättvik","primärkommunal förvaltning","2016",1296
"2031 Rättvik","primärkommunal förvaltning","2017",1345
"2031 Rättvik","landsting","2008",232
"2031 Rättvik","landsting","2009",232
"2031 Rättvik","landsting","2010",237
"2031 Rättvik","landsting","2011",217
"2031 Rättvik","landsting","2012",229
"2031 Rättvik","landsting","2013",220
"2031 Rättvik","landsting","2014",223
"2031 Rättvik","landsting","2015",222
"2031 Rättvik","landsting","2016",233
"2031 Rättvik","landsting","2017",227
"2031 Rättvik","kommunalt ägda företag och organisationer","2008",44
"2031 Rättvik","kommunalt ägda företag och organisationer","2009",56
"2031 Rättvik","kommunalt ägda företag och organisationer","2010",57
"2031 Rättvik","kommunalt ägda företag och organisationer","2011",63
"2031 Rättvik","kommunalt ägda företag och organisationer","2012",63
"2031 Rättvik","kommunalt ägda företag och organisationer","2013",65
"2031 Rättvik","kommunalt ägda företag och organisationer","2014",69
"2031 Rättvik","kommunalt ägda företag och organisationer","2015",70
"2031 Rättvik","kommunalt ägda företag och organisationer","2016",79
"2031 Rättvik","kommunalt ägda företag och organisationer","2017",82
"2034 Orsa","primärkommunal förvaltning","2008",781
"2034 Orsa","primärkommunal förvaltning","2009",767
"2034 Orsa","primärkommunal förvaltning","2010",745
"2034 Orsa","primärkommunal förvaltning","2011",680
"2034 Orsa","primärkommunal förvaltning","2012",689
"2034 Orsa","primärkommunal förvaltning","2013",682
"2034 Orsa","primärkommunal förvaltning","2014",666
"2034 Orsa","primärkommunal förvaltning","2015",651
"2034 Orsa","primärkommunal förvaltning","2016",710
"2034 Orsa","primärkommunal förvaltning","2017",726
"2034 Orsa","landsting","2008",235
"2034 Orsa","landsting","2009",239
"2034 Orsa","landsting","2010",225
"2034 Orsa","landsting","2011",225
"2034 Orsa","landsting","2012",225
"2034 Orsa","landsting","2013",227
"2034 Orsa","landsting","2014",236
"2034 Orsa","landsting","2015",226
"2034 Orsa","landsting","2016",220
"2034 Orsa","landsting","2017",231
"2034 Orsa","kommunalt ägda företag och organisationer","2008",30
"2034 Orsa","kommunalt ägda företag och organisationer","2009",33
"2034 Orsa","kommunalt ägda företag och organisationer","2010",25
"2034 Orsa","kommunalt ägda företag och organisationer","2011",58
"2034 Orsa","kommunalt ägda företag och organisationer","2012",61
"2034 Orsa","kommunalt ägda företag och organisationer","2013",76
"2034 Orsa","kommunalt ägda företag och organisationer","2014",78
"2034 Orsa","kommunalt ägda företag och organisationer","2015",84
"2034 Orsa","kommunalt ägda företag och organisationer","2016",78
"2034 Orsa","kommunalt ägda företag och organisationer","2017",83
"2039 Älvdalen","primärkommunal förvaltning","2008",840
"2039 Älvdalen","primärkommunal förvaltning","2009",801
"2039 Älvdalen","primärkommunal förvaltning","2010",765
"2039 Älvdalen","primärkommunal förvaltning","2011",738
"2039 Älvdalen","primärkommunal förvaltning","2012",704
"2039 Älvdalen","primärkommunal förvaltning","2013",720
"2039 Älvdalen","primärkommunal förvaltning","2014",694
"2039 Älvdalen","primärkommunal förvaltning","2015",683
"2039 Älvdalen","primärkommunal förvaltning","2016",756
"2039 Älvdalen","primärkommunal förvaltning","2017",756
"2039 Älvdalen","landsting","2008",177
"2039 Älvdalen","landsting","2009",170
"2039 Älvdalen","landsting","2010",172
"2039 Älvdalen","landsting","2011",134
"2039 Älvdalen","landsting","2012",140
"2039 Älvdalen","landsting","2013",130
"2039 Älvdalen","landsting","2014",133
"2039 Älvdalen","landsting","2015",128
"2039 Älvdalen","landsting","2016",126
"2039 Älvdalen","landsting","2017",118
"2039 Älvdalen","kommunalt ägda företag och organisationer","2008",13
"2039 Älvdalen","kommunalt ägda företag och organisationer","2009",17
"2039 Älvdalen","kommunalt ägda företag och organisationer","2010",9
"2039 Älvdalen","kommunalt ägda företag och organisationer","2011",63
"2039 Älvdalen","kommunalt ägda företag och organisationer","2012",66
"2039 Älvdalen","kommunalt ägda företag och organisationer","2013",83
"2039 Älvdalen","kommunalt ägda företag och organisationer","2014",119
"2039 Älvdalen","kommunalt ägda företag och organisationer","2015",103
"2039 Älvdalen","kommunalt ägda företag och organisationer","2016",104
"2039 Älvdalen","kommunalt ägda företag och organisationer","2017",111
"2061 Smedjebacken","primärkommunal förvaltning","2008",1147
"2061 Smedjebacken","primärkommunal förvaltning","2009",1094
"2061 Smedjebacken","primärkommunal förvaltning","2010",1128
"2061 Smedjebacken","primärkommunal förvaltning","2011",1128
"2061 Smedjebacken","primärkommunal förvaltning","2012",1151
"2061 Smedjebacken","primärkommunal förvaltning","2013",1202
"2061 Smedjebacken","primärkommunal förvaltning","2014",1199
"2061 Smedjebacken","primärkommunal förvaltning","2015",1205
"2061 Smedjebacken","primärkommunal förvaltning","2016",1243
"2061 Smedjebacken","primärkommunal förvaltning","2017",1223
"2061 Smedjebacken","landsting","2008",200
"2061 Smedjebacken","landsting","2009",196
"2061 Smedjebacken","landsting","2010",190
"2061 Smedjebacken","landsting","2011",190
"2061 Smedjebacken","landsting","2012",170
"2061 Smedjebacken","landsting","2013",163
"2061 Smedjebacken","landsting","2014",173
"2061 Smedjebacken","landsting","2015",184
"2061 Smedjebacken","landsting","2016",166
"2061 Smedjebacken","landsting","2017",170
"2061 Smedjebacken","kommunalt ägda företag och organisationer","2008",135
"2061 Smedjebacken","kommunalt ägda företag och organisationer","2009",134
"2061 Smedjebacken","kommunalt ägda företag och organisationer","2010",128
"2061 Smedjebacken","kommunalt ägda företag och organisationer","2011",123
"2061 Smedjebacken","kommunalt ägda företag och organisationer","2012",127
"2061 Smedjebacken","kommunalt ägda företag och organisationer","2013",141
"2061 Smedjebacken","kommunalt ägda företag och organisationer","2014",181
"2061 Smedjebacken","kommunalt ägda företag och organisationer","2015",188
"2061 Smedjebacken","kommunalt ägda företag och organisationer","2016",184
"2061 Smedjebacken","kommunalt ägda företag och organisationer","2017",232
"2062 Mora","primärkommunal förvaltning","2008",1971
"2062 Mora","primärkommunal förvaltning","2009",1880
"2062 Mora","primärkommunal förvaltning","2010",1919
"2062 Mora","primärkommunal förvaltning","2011",1894
"2062 Mora","primärkommunal förvaltning","2012",1940
"2062 Mora","primärkommunal förvaltning","2013",1968
"2062 Mora","primärkommunal förvaltning","2014",1967
"2062 Mora","primärkommunal förvaltning","2015",1885
"2062 Mora","primärkommunal förvaltning","2016",1985
"2062 Mora","primärkommunal förvaltning","2017",1971
"2062 Mora","landsting","2008",997
"2062 Mora","landsting","2009",980
"2062 Mora","landsting","2010",985
"2062 Mora","landsting","2011",945
"2062 Mora","landsting","2012",943
"2062 Mora","landsting","2013",948
"2062 Mora","landsting","2014",968
"2062 Mora","landsting","2015",978
"2062 Mora","landsting","2016",971
"2062 Mora","landsting","2017",992
"2062 Mora","kommunalt ägda företag och organisationer","2008",209
"2062 Mora","kommunalt ägda företag och organisationer","2009",199
"2062 Mora","kommunalt ägda företag och organisationer","2010",171
"2062 Mora","kommunalt ägda företag och organisationer","2011",183
"2062 Mora","kommunalt ägda företag och organisationer","2012",183
"2062 Mora","kommunalt ägda företag och organisationer","2013",229
"2062 Mora","kommunalt ägda företag och organisationer","2014",214
"2062 Mora","kommunalt ägda företag och organisationer","2015",174
"2062 Mora","kommunalt ägda företag och organisationer","2016",131
"2062 Mora","kommunalt ägda företag och organisationer","2017",138
"2080 Falun","primärkommunal förvaltning","2008",5326
"2080 Falun","primärkommunal förvaltning","2009",5174
"2080 Falun","primärkommunal förvaltning","2010",5178
"2080 Falun","primärkommunal förvaltning","2011",5211
"2080 Falun","primärkommunal förvaltning","2012",5198
"2080 Falun","primärkommunal förvaltning","2013",5190
"2080 Falun","primärkommunal förvaltning","2014",5234
"2080 Falun","primärkommunal förvaltning","2015",5402
"2080 Falun","primärkommunal förvaltning","2016",5497
"2080 Falun","primärkommunal förvaltning","2017",5579
"2080 Falun","landsting","2008",3277
"2080 Falun","landsting","2009",3302
"2080 Falun","landsting","2010",3315
"2080 Falun","landsting","2011",3275
"2080 Falun","landsting","2012",3331
"2080 Falun","landsting","2013",3372
"2080 Falun","landsting","2014",3432
"2080 Falun","landsting","2015",3392
"2080 Falun","landsting","2016",3399
"2080 Falun","landsting","2017",3521
"2080 Falun","kommunalt ägda företag och organisationer","2008",552
"2080 Falun","kommunalt ägda företag och organisationer","2009",533
"2080 Falun","kommunalt ägda företag och organisationer","2010",553
"2080 Falun","kommunalt ägda företag och organisationer","2011",551
"2080 Falun","kommunalt ägda företag och organisationer","2012",566
"2080 Falun","kommunalt ägda företag och organisationer","2013",570
"2080 Falun","kommunalt ägda företag och organisationer","2014",574
"2080 Falun","kommunalt ägda företag och organisationer","2015",578
"2080 Falun","kommunalt ägda företag och organisationer","2016",588
"2080 Falun","kommunalt ägda företag och organisationer","2017",614
"2081 Borlänge","primärkommunal förvaltning","2008",4523
"2081 Borlänge","primärkommunal förvaltning","2009",4313
"2081 Borlänge","primärkommunal förvaltning","2010",4459
"2081 Borlänge","primärkommunal förvaltning","2011",4515
"2081 Borlänge","primärkommunal förvaltning","2012",4550
"2081 Borlänge","primärkommunal förvaltning","2013",4707
"2081 Borlänge","primärkommunal förvaltning","2014",4846
"2081 Borlänge","primärkommunal förvaltning","2015",5019
"2081 Borlänge","primärkommunal förvaltning","2016",5298
"2081 Borlänge","primärkommunal förvaltning","2017",5434
"2081 Borlänge","landsting","2008",1190
"2081 Borlänge","landsting","2009",1183
"2081 Borlänge","landsting","2010",1219
"2081 Borlänge","landsting","2011",1192
"2081 Borlänge","landsting","2012",1206
"2081 Borlänge","landsting","2013",1215
"2081 Borlänge","landsting","2014",1229
"2081 Borlänge","landsting","2015",1206
"2081 Borlänge","landsting","2016",1177
"2081 Borlänge","landsting","2017",1257
"2081 Borlänge","kommunalt ägda företag och organisationer","2008",413
"2081 Borlänge","kommunalt ägda företag och organisationer","2009",403
"2081 Borlänge","kommunalt ägda företag och organisationer","2010",426
"2081 Borlänge","kommunalt ägda företag och organisationer","2011",432
"2081 Borlänge","kommunalt ägda företag och organisationer","2012",465
"2081 Borlänge","kommunalt ägda företag och organisationer","2013",472
"2081 Borlänge","kommunalt ägda företag och organisationer","2014",472
"2081 Borlänge","kommunalt ägda företag och organisationer","2015",459
"2081 Borlänge","kommunalt ägda företag och organisationer","2016",473
"2081 Borlänge","kommunalt ägda företag och organisationer","2017",500
"2082 Säter","primärkommunal förvaltning","2008",1200
"2082 Säter","primärkommunal förvaltning","2009",1150
"2082 Säter","primärkommunal förvaltning","2010",1147
"2082 Säter","primärkommunal förvaltning","2011",1158
"2082 Säter","primärkommunal förvaltning","2012",1177
"2082 Säter","primärkommunal förvaltning","2013",1179
"2082 Säter","primärkommunal förvaltning","2014",1179
"2082 Säter","primärkommunal förvaltning","2015",1247
"2082 Säter","primärkommunal förvaltning","2016",1266
"2082 Säter","primärkommunal förvaltning","2017",1295
"2082 Säter","landsting","2008",583
"2082 Säter","landsting","2009",559
"2082 Säter","landsting","2010",568
"2082 Säter","landsting","2011",536
"2082 Säter","landsting","2012",524
"2082 Säter","landsting","2013",501
"2082 Säter","landsting","2014",508
"2082 Säter","landsting","2015",503
"2082 Säter","landsting","2016",479
"2082 Säter","landsting","2017",458
"2082 Säter","kommunalt ägda företag och organisationer","2008",89
"2082 Säter","kommunalt ägda företag och organisationer","2009",94
"2082 Säter","kommunalt ägda företag och organisationer","2010",90
"2082 Säter","kommunalt ägda företag och organisationer","2011",85
"2082 Säter","kommunalt ägda företag och organisationer","2012",83
"2082 Säter","kommunalt ägda företag och organisationer","2013",81
"2082 Säter","kommunalt ägda företag och organisationer","2014",97
"2082 Säter","kommunalt ägda företag och organisationer","2015",92
"2082 Säter","kommunalt ägda företag och organisationer","2016",100
"2082 Säter","kommunalt ägda företag och organisationer","2017",96
"2083 Hedemora","primärkommunal förvaltning","2008",1640
"2083 Hedemora","primärkommunal förvaltning","2009",1606
"2083 Hedemora","primärkommunal förvaltning","2010",1605
"2083 Hedemora","primärkommunal förvaltning","2011",1502
"2083 Hedemora","primärkommunal förvaltning","2012",1522
"2083 Hedemora","primärkommunal förvaltning","2013",1543
"2083 Hedemora","primärkommunal förvaltning","2014",1582
"2083 Hedemora","primärkommunal förvaltning","2015",1615
"2083 Hedemora","primärkommunal förvaltning","2016",1684
"2083 Hedemora","primärkommunal förvaltning","2017",1738
"2083 Hedemora","landsting","2008",274
"2083 Hedemora","landsting","2009",266
"2083 Hedemora","landsting","2010",270
"2083 Hedemora","landsting","2011",273
"2083 Hedemora","landsting","2012",266
"2083 Hedemora","landsting","2013",258
"2083 Hedemora","landsting","2014",268
"2083 Hedemora","landsting","2015",260
"2083 Hedemora","landsting","2016",270
"2083 Hedemora","landsting","2017",275
"2083 Hedemora","kommunalt ägda företag och organisationer","2008",84
"2083 Hedemora","kommunalt ägda företag och organisationer","2009",86
"2083 Hedemora","kommunalt ägda företag och organisationer","2010",80
"2083 Hedemora","kommunalt ägda företag och organisationer","2011",142
"2083 Hedemora","kommunalt ägda företag och organisationer","2012",138
"2083 Hedemora","kommunalt ägda företag och organisationer","2013",140
"2083 Hedemora","kommunalt ägda företag och organisationer","2014",147
"2083 Hedemora","kommunalt ägda företag och organisationer","2015",143
"2083 Hedemora","kommunalt ägda företag och organisationer","2016",142
"2083 Hedemora","kommunalt ägda företag och organisationer","2017",154
"2084 Avesta","primärkommunal förvaltning","2008",2163
"2084 Avesta","primärkommunal förvaltning","2009",2101
"2084 Avesta","primärkommunal förvaltning","2010",2064
"2084 Avesta","primärkommunal förvaltning","2011",1997
"2084 Avesta","primärkommunal förvaltning","2012",2035
"2084 Avesta","primärkommunal förvaltning","2013",2072
"2084 Avesta","primärkommunal förvaltning","2014",2143
"2084 Avesta","primärkommunal förvaltning","2015",2206
"2084 Avesta","primärkommunal förvaltning","2016",2483
"2084 Avesta","primärkommunal förvaltning","2017",2617
"2084 Avesta","landsting","2008",444
"2084 Avesta","landsting","2009",448
"2084 Avesta","landsting","2010",444
"2084 Avesta","landsting","2011",437
"2084 Avesta","landsting","2012",440
"2084 Avesta","landsting","2013",451
"2084 Avesta","landsting","2014",458
"2084 Avesta","landsting","2015",461
"2084 Avesta","landsting","2016",458
"2084 Avesta","landsting","2017",450
"2084 Avesta","kommunalt ägda företag och organisationer","2008",75
"2084 Avesta","kommunalt ägda företag och organisationer","2009",73
"2084 Avesta","kommunalt ägda företag och organisationer","2010",79
"2084 Avesta","kommunalt ägda företag och organisationer","2011",72
"2084 Avesta","kommunalt ägda företag och organisationer","2012",101
"2084 Avesta","kommunalt ägda företag och organisationer","2013",112
"2084 Avesta","kommunalt ägda företag och organisationer","2014",116
"2084 Avesta","kommunalt ägda företag och organisationer","2015",116
"2084 Avesta","kommunalt ägda företag och organisationer","2016",115
"2084 Avesta","kommunalt ägda företag och organisationer","2017",130
"2085 Ludvika","primärkommunal förvaltning","2008",2633
"2085 Ludvika","primärkommunal förvaltning","2009",2537
"2085 Ludvika","primärkommunal förvaltning","2010",2525
"2085 Ludvika","primärkommunal förvaltning","2011",2562
"2085 Ludvika","primärkommunal förvaltning","2012",2530
"2085 Ludvika","primärkommunal förvaltning","2013",2471
"2085 Ludvika","primärkommunal förvaltning","2014",2530
"2085 Ludvika","primärkommunal förvaltning","2015",2487
"2085 Ludvika","primärkommunal förvaltning","2016",2622
"2085 Ludvika","primärkommunal förvaltning","2017",2669
"2085 Ludvika","landsting","2008",525
"2085 Ludvika","landsting","2009",564
"2085 Ludvika","landsting","2010",564
"2085 Ludvika","landsting","2011",521
"2085 Ludvika","landsting","2012",512
"2085 Ludvika","landsting","2013",495
"2085 Ludvika","landsting","2014",518
"2085 Ludvika","landsting","2015",499
"2085 Ludvika","landsting","2016",477
"2085 Ludvika","landsting","2017",482
"2085 Ludvika","kommunalt ägda företag och organisationer","2008",236
"2085 Ludvika","kommunalt ägda företag och organisationer","2009",229
"2085 Ludvika","kommunalt ägda företag och organisationer","2010",223
"2085 Ludvika","kommunalt ägda företag och organisationer","2011",210
"2085 Ludvika","kommunalt ägda företag och organisationer","2012",211
"2085 Ludvika","kommunalt ägda företag och organisationer","2013",290
"2085 Ludvika","kommunalt ägda företag och organisationer","2014",309
"2085 Ludvika","kommunalt ägda företag och organisationer","2015",318
"2085 Ludvika","kommunalt ägda företag och organisationer","2016",335
"2085 Ludvika","kommunalt ägda företag och organisationer","2017",393
"2101 Ockelbo","primärkommunal förvaltning","2008",606
"2101 Ockelbo","primärkommunal förvaltning","2009",578
"2101 Ockelbo","primärkommunal förvaltning","2010",584
"2101 Ockelbo","primärkommunal förvaltning","2011",576
"2101 Ockelbo","primärkommunal förvaltning","2012",569
"2101 Ockelbo","primärkommunal förvaltning","2013",589
"2101 Ockelbo","primärkommunal förvaltning","2014",583
"2101 Ockelbo","primärkommunal förvaltning","2015",571
"2101 Ockelbo","primärkommunal förvaltning","2016",613
"2101 Ockelbo","primärkommunal förvaltning","2017",615
"2101 Ockelbo","landsting","2008",101
"2101 Ockelbo","landsting","2009",97
"2101 Ockelbo","landsting","2010",99
"2101 Ockelbo","landsting","2011",93
"2101 Ockelbo","landsting","2012",96
"2101 Ockelbo","landsting","2013",88
"2101 Ockelbo","landsting","2014",88
"2101 Ockelbo","landsting","2015",93
"2101 Ockelbo","landsting","2016",100
"2101 Ockelbo","landsting","2017",104
"2101 Ockelbo","kommunalt ägda företag och organisationer","2008",59
"2101 Ockelbo","kommunalt ägda företag och organisationer","2009",58
"2101 Ockelbo","kommunalt ägda företag och organisationer","2010",56
"2101 Ockelbo","kommunalt ägda företag och organisationer","2011",53
"2101 Ockelbo","kommunalt ägda företag och organisationer","2012",59
"2101 Ockelbo","kommunalt ägda företag och organisationer","2013",61
"2101 Ockelbo","kommunalt ägda företag och organisationer","2014",58
"2101 Ockelbo","kommunalt ägda företag och organisationer","2015",52
"2101 Ockelbo","kommunalt ägda företag och organisationer","2016",57
"2101 Ockelbo","kommunalt ägda företag och organisationer","2017",61
"2104 Hofors","primärkommunal förvaltning","2008",1030
"2104 Hofors","primärkommunal förvaltning","2009",1006
"2104 Hofors","primärkommunal förvaltning","2010",1021
"2104 Hofors","primärkommunal förvaltning","2011",1041
"2104 Hofors","primärkommunal förvaltning","2012",1056
"2104 Hofors","primärkommunal förvaltning","2013",1036
"2104 Hofors","primärkommunal förvaltning","2014",1068
"2104 Hofors","primärkommunal förvaltning","2015",1083
"2104 Hofors","primärkommunal förvaltning","2016",1170
"2104 Hofors","primärkommunal förvaltning","2017",1187
"2104 Hofors","landsting","2008",104
"2104 Hofors","landsting","2009",106
"2104 Hofors","landsting","2010",110
"2104 Hofors","landsting","2011",108
"2104 Hofors","landsting","2012",106
"2104 Hofors","landsting","2013",99
"2104 Hofors","landsting","2014",105
"2104 Hofors","landsting","2015",115
"2104 Hofors","landsting","2016",104
"2104 Hofors","landsting","2017",110
"2104 Hofors","kommunalt ägda företag och organisationer","2008",131
"2104 Hofors","kommunalt ägda företag och organisationer","2009",134
"2104 Hofors","kommunalt ägda företag och organisationer","2010",118
"2104 Hofors","kommunalt ägda företag och organisationer","2011",113
"2104 Hofors","kommunalt ägda företag och organisationer","2012",118
"2104 Hofors","kommunalt ägda företag och organisationer","2013",111
"2104 Hofors","kommunalt ägda företag och organisationer","2014",104
"2104 Hofors","kommunalt ägda företag och organisationer","2015",92
"2104 Hofors","kommunalt ägda företag och organisationer","2016",95
"2104 Hofors","kommunalt ägda företag och organisationer","2017",97
"2121 Ovanåker","primärkommunal förvaltning","2008",1249
"2121 Ovanåker","primärkommunal förvaltning","2009",1176
"2121 Ovanåker","primärkommunal förvaltning","2010",1167
"2121 Ovanåker","primärkommunal förvaltning","2011",1168
"2121 Ovanåker","primärkommunal förvaltning","2012",1143
"2121 Ovanåker","primärkommunal förvaltning","2013",1178
"2121 Ovanåker","primärkommunal förvaltning","2014",1210
"2121 Ovanåker","primärkommunal förvaltning","2015",1216
"2121 Ovanåker","primärkommunal förvaltning","2016",1280
"2121 Ovanåker","primärkommunal förvaltning","2017",1361
"2121 Ovanåker","landsting","2008",177
"2121 Ovanåker","landsting","2009",182
"2121 Ovanåker","landsting","2010",166
"2121 Ovanåker","landsting","2011",164
"2121 Ovanåker","landsting","2012",117
"2121 Ovanåker","landsting","2013",101
"2121 Ovanåker","landsting","2014",100
"2121 Ovanåker","landsting","2015",99
"2121 Ovanåker","landsting","2016",110
"2121 Ovanåker","landsting","2017",111
"2121 Ovanåker","kommunalt ägda företag och organisationer","2008",109
"2121 Ovanåker","kommunalt ägda företag och organisationer","2009",106
"2121 Ovanåker","kommunalt ägda företag och organisationer","2010",106
"2121 Ovanåker","kommunalt ägda företag och organisationer","2011",108
"2121 Ovanåker","kommunalt ägda företag och organisationer","2012",103
"2121 Ovanåker","kommunalt ägda företag och organisationer","2013",108
"2121 Ovanåker","kommunalt ägda företag och organisationer","2014",107
"2121 Ovanåker","kommunalt ägda företag och organisationer","2015",124
"2121 Ovanåker","kommunalt ägda företag och organisationer","2016",124
"2121 Ovanåker","kommunalt ägda företag och organisationer","2017",125
"2132 Nordanstig","primärkommunal förvaltning","2008",1128
"2132 Nordanstig","primärkommunal förvaltning","2009",1107
"2132 Nordanstig","primärkommunal förvaltning","2010",1065
"2132 Nordanstig","primärkommunal förvaltning","2011",1033
"2132 Nordanstig","primärkommunal förvaltning","2012",1070
"2132 Nordanstig","primärkommunal förvaltning","2013",1082
"2132 Nordanstig","primärkommunal förvaltning","2014",1103
"2132 Nordanstig","primärkommunal förvaltning","2015",1105
"2132 Nordanstig","primärkommunal förvaltning","2016",1137
"2132 Nordanstig","primärkommunal förvaltning","2017",1110
"2132 Nordanstig","landsting","2008",180
"2132 Nordanstig","landsting","2009",173
"2132 Nordanstig","landsting","2010",159
"2132 Nordanstig","landsting","2011",166
"2132 Nordanstig","landsting","2012",163
"2132 Nordanstig","landsting","2013",152
"2132 Nordanstig","landsting","2014",154
"2132 Nordanstig","landsting","2015",158
"2132 Nordanstig","landsting","2016",160
"2132 Nordanstig","landsting","2017",164
"2132 Nordanstig","kommunalt ägda företag och organisationer","2008",67
"2132 Nordanstig","kommunalt ägda företag och organisationer","2009",63
"2132 Nordanstig","kommunalt ägda företag och organisationer","2010",64
